Date,Year,Week,Address_Block,Trap,Trap_type,Month,WNV_Present,Species,Lat,Lon,Mosquito_number
2007-06-05 00:06:00,2007,22,21XX N STAVE ST,T050,GRAVID,6,False,CULEX RESTUANS,41.91987894,-87.69490182,1
2007-06-05 00:06:00,2007,22,22XX N CANNON DR,T054,GRAVID,6,False,CULEX RESTUANS,41.92251238,-87.63237767,3
2007-06-05 00:06:00,2007,22,22XX W 113TH ST,T087,GRAVID,6,False,CULEX RESTUANS,41.68819285,-87.67687311,4
2007-06-05 00:06:00,2007,22,25XX S MILLARD AVE,T152,GRAVID,6,False,CULEX RESTUANS,41.8457154,-87.7158986,1
2007-06-05 00:06:00,2007,22,25XX W GRAND AVE,T046,CDC,6,False,CULEX RESTUANS,41.89221998,-87.69169773,1
2007-06-05 00:06:00,2007,22,28XX N FRANCISCO AVE,T147,GRAVID,6,False,CULEX RESTUANS,41.93279021,-87.70023788,1
2007-06-05 00:06:00,2007,22,2XX W 89TH ST,T096,CDC,6,False,CULEX PIPIENS,41.73242806,-87.63105648,1
2007-06-05 00:06:00,2007,22,2XX W 89TH ST,T096,CDC,6,False,CULEX RESTUANS,41.73242806,-87.63105648,1
2007-06-05 00:06:00,2007,22,35XX W 116TH ST,T158,GRAVID,6,False,CULEX RESTUANS,41.6821804,-87.71009165,8
2007-06-05 00:06:00,2007,22,36XX N PITTSBURGH AVE,T011,GRAVID,6,False,CULEX RESTUANS,41.94596109,-87.83294247,1
2007-06-05 00:06:00,2007,22,37XX N KEDVALE AVE,T218,GRAVID,6,False,CULEX RESTUANS,41.94850006,-87.73055319,1
2007-06-05 00:06:00,2007,22,38XX N CALIFORNIA AVE,T019,GRAVID,6,False,CULEX RESTUANS,41.95166715,-87.69802789,1
2007-06-05 00:06:00,2007,22,40XX N AUSTIN AVE,T142,GRAVID,6,False,CULEX RESTUANS,41.95354012,-87.77693904,3
2007-06-05 00:06:00,2007,22,41XX N OAK PARK AVE,T002,GRAVID,6,False,CULEX PIPIENS,41.95629886,-87.79751745,1
2007-06-05 00:06:00,2007,22,41XX N OAK PARK AVE,T002,GRAVID,6,False,CULEX RESTUANS,41.95629886,-87.79751745,5
2007-06-05 00:06:00,2007,22,42XX N RICHMOND ST,T146,GRAVID,6,False,CULEX RESTUANS,41.95800553,-87.70218108,2
2007-06-05 00:06:00,2007,22,43XX N ASHLAND,T145,GRAVID,6,False,CULEX RESTUANS,41.96144050852612,-87.66955066250219,3
2007-06-05 00:06:00,2007,22,45XX N CAMPBELL AVE,T220,GRAVID,6,False,CULEX RESTUANS,41.96440545,-87.69137039,1
2007-06-05 00:06:00,2007,22,49XX W BALMORAL AVE,T025,GRAVID,6,False,CULEX RESTUANS,41.97904992,-87.75177397,1
2007-06-05 00:06:00,2007,22,4XX W 127TH,T135,CDC,6,False,CULEX PIPIENS,41.663756686541326,-87.63377020262799,1
2007-06-05 00:06:00,2007,22,4XX W 127TH,T135,CDC,6,False,CULEX RESTUANS,41.663756686541326,-87.63377020262799,4
2007-06-05 00:06:00,2007,22,53XX W AGATITE AVE,T141,GRAVID,6,False,CULEX RESTUANS,41.96158437,-87.7606167,2
2007-06-05 00:06:00,2007,22,58XX N WESTERN AVE,T028,CDC,6,False,CULEX RESTUANS,41.98724461,-87.68941677,2
2007-06-05 00:06:00,2007,22,65XX N OAK PARK AVE,T143,GRAVID,6,False,CULEX RESTUANS,42.00073387413292,-87.79582801611002,9
2007-06-05 00:06:00,2007,22,70XX W ARMITAGE AVE,T151,GRAVID,6,False,CULEX RESTUANS,41.91613472,-87.80109281,10
2007-06-05 00:06:00,2007,22,72XX N OKETO AVE,T016,GRAVID,6,False,CULEX RESTUANS,42.01302928,-87.81134973,1
2007-06-05 00:06:00,2007,22,79XX W FOSTER AVE,T015,GRAVID,6,False,CULEX RESTUANS,41.97418287,-87.82524093,2
2007-06-05 00:06:00,2007,22,89XX S CARPENTER ST,T159,GRAVID,6,False,CULEX RESTUANS,41.73144686,-87.64972225,1
2007-06-05 00:06:00,2007,22,91XX W HIGGINS RD,T009,CDC,6,False,CULEX RESTUANS,41.9885864,-87.85447335,2
2007-06-29 11:06:00,2007,23,104XX S VINCENNES AVE,T089,GRAVID,6,False,CULEX RESTUANS,41.70433842,-87.65708427,2
2007-06-29 11:06:00,2007,23,10XX W 95TH ST,T085,GRAVID,6,False,CULEX PIPIENS,41.72147944,-87.65062149,1
2007-06-29 11:06:00,2007,23,119XX S ASHLAND AVE,T090,GRAVID,6,False,CULEX PIPIENS,41.67688732,-87.66122193,3
2007-06-29 11:06:00,2007,23,119XX S ASHLAND AVE,T090,GRAVID,6,False,CULEX RESTUANS,41.67688732,-87.66122193,6
2007-06-29 11:06:00,2007,23,12XX W GREENLEAF AVE,T018,GRAVID,6,False,CULEX RESTUANS,42.01052929,-87.66084507,1
2007-06-29 11:06:00,2007,23,15XX N LONG AVE,T153,GRAVID,6,False,CULEX RESTUANS,41.90933996,-87.76107828,1
2007-06-29 11:06:00,2007,23,18XX W FARWELL AVE,T150,GRAVID,6,False,CULEX RESTUANS,42.00659786,-87.67786621,1
2007-06-29 11:06:00,2007,23,1XX N CENTRAL PARK DR,T030,CDC,6,False,CULEX RESTUANS,41.88377178,-87.71616837,1
2007-06-29 11:06:00,2007,23,22XX W 113TH ST,T086,GRAVID,6,False,CULEX PIPIENS,41.68817059,-87.67825168,1
2007-06-29 11:06:00,2007,23,22XX W 113TH ST,T087,GRAVID,6,False,CULEX RESTUANS,41.68819285,-87.67687311,2
2007-06-29 11:06:00,2007,23,25XX W GRAND AVE,T046,CDC,6,False,CULEX RESTUANS,41.89221998,-87.69169773,2
2007-06-29 11:06:00,2007,23,2XX E 111TH ST,T084,GRAVID,6,False,CULEX RESTUANS,41.69277401,-87.61736615,1
2007-06-29 11:06:00,2007,23,2XX W 89TH ST,T096,CDC,6,False,CULEX RESTUANS,41.73242806,-87.63105648,1
2007-06-29 11:06:00,2007,23,35XX W 116TH ST,T158,GRAVID,6,False,CULEX RESTUANS,41.6821804,-87.71009165,6
2007-06-29 11:06:00,2007,23,37XX N KEDVALE AVE,T218,GRAVID,6,False,CULEX RESTUANS,41.94850006,-87.73055319,5
2007-06-29 11:06:00,2007,23,3XX W 18TH ST,T043,GRAVID,6,False,CULEX RESTUANS,41.85783729,-87.63586199,3
2007-06-29 11:06:00,2007,23,40XX N AUSTIN AVE,T142,GRAVID,6,False,CULEX RESTUANS,41.95354012,-87.77693904,1
2007-06-29 11:06:00,2007,23,42XX N RICHMOND ST,T146,GRAVID,6,False,CULEX RESTUANS,41.95800553,-87.70218108,2
2007-06-29 11:06:00,2007,23,43XX N ASHLAND,T145,GRAVID,6,False,CULEX RESTUANS,41.96144050852612,-87.66955066250219,1
2007-06-29 11:06:00,2007,23,4XX W 127TH,T135,CDC,6,False,CULEX RESTUANS,41.663756686541326,-87.63377020262799,3
2007-06-29 11:06:00,2007,23,53XX W AGATITE AVE,T141,GRAVID,6,False,CULEX RESTUANS,41.96158437,-87.7606167,1
2007-06-29 11:06:00,2007,23,58XX N WESTERN AVE,T028,CDC,6,False,CULEX RESTUANS,41.98724461,-87.68941677,1
2007-06-29 11:06:00,2007,23,60XX N AVONDALE AVE,T006,GRAVID,6,False,CULEX RESTUANS,41.99023373,-87.79721988,1
2007-06-29 11:06:00,2007,23,64XX W STRONG ST,T014,GRAVID,6,False,CULEX RESTUANS,41.97010241,-87.78913065,1
2007-06-29 11:06:00,2007,23,65XX N OAK PARK AVE,T143,GRAVID,6,False,CULEX RESTUANS,42.00073387413292,-87.79582801611002,3
2007-06-29 11:06:00,2007,23,70XX W ARMITAGE AVE,T151,GRAVID,6,False,CULEX RESTUANS,41.91613472,-87.80109281,5
2007-06-29 11:06:00,2007,23,75XX N OAKLEY AVE,T148,GRAVID,6,False,CULEX RESTUANS,42.01780085,-87.68760145,2
2007-06-29 11:06:00,2007,23,79XX W FOSTER AVE,T015,GRAVID,6,False,CULEX RESTUANS,41.97418287,-87.82524093,2
2007-06-26 04:06:00,2007,24,105XX S CALIFORNIA AVE,T088,CDC,6,False,CULEX PIPIENS,41.70100973,-87.6915017,1
2007-06-26 04:06:00,2007,24,10XX W 95TH ST,T085,GRAVID,6,False,CULEX RESTUANS,41.72147944,-87.65062149,2
2007-06-26 04:06:00,2007,24,119XX S ASHLAND AVE,T090,GRAVID,6,False,CULEX PIPIENS,41.67688732,-87.66122193,1
2007-06-26 04:06:00,2007,24,119XX S ASHLAND AVE,T090,GRAVID,6,False,CULEX RESTUANS,41.67688732,-87.66122193,19
2007-06-26 04:06:00,2007,24,11XX S CALIFORNIA AVE,T047,CDC,6,False,CULEX RESTUANS,41.86759925,-87.69578544,1
2007-06-26 04:06:00,2007,24,11XX W CHICAGO AVE,T049,GRAVID,6,False,CULEX RESTUANS,41.89613109,-87.65676212,1
2007-06-26 04:06:00,2007,24,14XX N HUMBOLDT DR,T033,GRAVID,6,False,CULEX RESTUANS,41.90728487,-87.70139464,3
2007-06-26 04:06:00,2007,24,15XX W WEBSTER AVE,T045,GRAVID,6,False,CULEX RESTUANS,41.92170457,-87.66696324,1
2007-06-26 04:06:00,2007,24,18XX W FARWELL AVE,T150,GRAVID,6,False,CULEX RESTUANS,42.00659786,-87.67786621,2
2007-06-26 04:06:00,2007,24,18XX W LELAND AVE,T219,GRAVID,6,False,CULEX RESTUANS,41.9670855,-87.67516073,1
2007-06-26 04:06:00,2007,24,21XX N STAVE ST,T050,GRAVID,6,False,CULEX RESTUANS,41.91987894,-87.69490182,1
2007-06-26 04:06:00,2007,24,21XX S HAMLIN AVE,T040,GRAVID,6,False,CULEX RESTUANS,41.85176889,-87.7197282,1
2007-06-26 04:06:00,2007,24,22XX W 113TH ST,T087,GRAVID,6,False,CULEX RESTUANS,41.68819285,-87.67687311,2
2007-06-26 04:06:00,2007,24,25XX W GRAND AVE,T046,CDC,6,False,CULEX RESTUANS,41.89221998,-87.69169773,6
2007-06-26 04:06:00,2007,24,27XX S WESTERN AVE,T034,GRAVID,6,False,CULEX RESTUANS,41.84168418,-87.68514874,1
2007-06-26 04:06:00,2007,24,28XX N FRANCISCO AVE,T147,GRAVID,6,False,CULEX RESTUANS,41.93279021,-87.70023788,1
2007-06-26 04:06:00,2007,24,2XX W 89TH ST,T096,CDC,6,False,CULEX RESTUANS,41.73242806,-87.63105648,5
2007-06-26 04:06:00,2007,24,35XX W 116TH ST,T158,GRAVID,6,False,CULEX RESTUANS,41.6821804,-87.71009165,4
2007-06-26 04:06:00,2007,24,36XX N PITTSBURGH AVE,T011,GRAVID,6,False,CULEX RESTUANS,41.94596109,-87.83294247,4
2007-06-26 04:06:00,2007,24,38XX N CALIFORNIA AVE,T019,GRAVID,6,False,CULEX RESTUANS,41.95166715,-87.69802789,1
2007-06-26 04:06:00,2007,24,3XX W 18TH ST,T043,GRAVID,6,False,CULEX RESTUANS,41.85783729,-87.63586199,1
2007-06-26 04:06:00,2007,24,40XX N AUSTIN AVE,T142,GRAVID,6,False,CULEX RESTUANS,41.95354012,-87.77693904,4
2007-06-26 04:06:00,2007,24,41XX N OAK PARK AVE,T002,GRAVID,6,False,CULEX RESTUANS,41.95629886,-87.79751745,4
2007-06-26 04:06:00,2007,24,41XX N OAK PARK AVE,T002,GRAVID,6,False,CULEX SALINARIUS,41.95629886,-87.79751745,1
2007-06-26 04:06:00,2007,24,42XX N RICHMOND ST,T146,GRAVID,6,False,CULEX RESTUANS,41.95800553,-87.70218108,6
2007-06-26 04:06:00,2007,24,43XX N ASHLAND,T145,GRAVID,6,False,CULEX RESTUANS,41.96144050852612,-87.66955066250219,1
2007-06-26 04:06:00,2007,24,45XX N CAMPBELL AVE,T220,GRAVID,6,False,CULEX RESTUANS,41.96440545,-87.69137039,1
2007-06-26 04:06:00,2007,24,46XX N MILWAUKEE AVE,T003,GRAVID,6,False,CULEX RESTUANS,41.96537486,-87.75841172,2
2007-06-26 04:06:00,2007,24,4XX W 127TH,T135,CDC,6,False,CULEX PIPIENS,41.663756686541326,-87.63377020262799,6
2007-06-26 04:06:00,2007,24,4XX W 127TH,T135,CDC,6,False,CULEX RESTUANS,41.663756686541326,-87.63377020262799,25
2007-06-26 04:06:00,2007,24,53XX W AGATITE AVE,T141,GRAVID,6,False,CULEX RESTUANS,41.96158437,-87.7606167,3
2007-06-26 04:06:00,2007,24,58XX N WESTERN AVE,T028,CDC,6,False,CULEX RESTUANS,41.98724461,-87.68941677,9
2007-06-26 04:06:00,2007,24,5XX N STREETER DR,T129,GRAVID,6,False,CULEX RESTUANS,41.89151302,-87.60978482,1
2007-06-26 04:06:00,2007,24,60XX N AVONDALE AVE,T006,GRAVID,6,False,CULEX RESTUANS,41.99023373,-87.79721988,1
2007-06-26 04:06:00,2007,24,62XX N MANDELL AVE,T007,CDC,6,False,CULEX RESTUANS,41.99549242,-87.76960895,4
2007-06-26 04:06:00,2007,24,65XX N OAK PARK AVE,T143,GRAVID,6,False,CULEX RESTUANS,42.00073387413292,-87.79582801611002,1
2007-06-26 04:06:00,2007,24,68XX W BELDEN AVE,T037,GRAVID,6,False,CULEX RESTUANS,41.92105391,-87.7957507,1
2007-06-26 04:06:00,2007,24,70XX N MOSELLE AVE,T008,GRAVID,6,False,CULEX RESTUANS,42.0079975,-87.77823497,2
2007-06-26 04:06:00,2007,24,70XX W ARMITAGE AVE,T151,GRAVID,6,False,CULEX RESTUANS,41.91613472,-87.80109281,6
2007-06-26 04:06:00,2007,24,72XX N OKETO AVE,T016,GRAVID,6,False,CULEX RESTUANS,42.01302928,-87.81134973,2
2007-06-26 04:06:00,2007,24,75XX N OAKLEY AVE,T148,GRAVID,6,False,CULEX RESTUANS,42.01780085,-87.68760145,2
2007-06-26 04:06:00,2007,24,79XX W FOSTER AVE,T015,GRAVID,6,False,CULEX RESTUANS,41.97418287,-87.82524093,1
2007-06-26 04:06:00,2007,24,96XX S HOYNE AVE,T161,GRAVID,6,False,CULEX RESTUANS,41.71817102,-87.67485882,5
2007-07-02 02:07:00,2007,25,119XX S ASHLAND AVE,T090,GRAVID,7,False,CULEX RESTUANS,41.67688732,-87.66122193,11
2007-07-02 02:07:00,2007,25,119XX S STATE ST,T092,GRAVID,7,False,CULEX RESTUANS,41.67744707,-87.62278501,2
2007-07-02 02:07:00,2007,25,11XX S CALIFORNIA AVE,T047,CDC,7,False,CULEX RESTUANS,41.86759925,-87.69578544,8
2007-07-02 02:07:00,2007,25,11XX W ROOSEVELT RD,T048,GRAVID,7,False,CULEX RESTUANS,41.86691518,-87.65491884,1
2007-07-02 02:07:00,2007,25,15XX W GRANVILLE AVE,T149,GRAVID,7,False,CULEX RESTUANS,41.99455586,-87.66942551,1
2007-07-02 02:07:00,2007,25,15XX W WEBSTER AVE,T045,GRAVID,7,False,CULEX RESTUANS,41.92170457,-87.66696324,2
2007-07-02 02:07:00,2007,25,1XX N CENTRAL PARK DR,T030,CDC,7,False,CULEX RESTUANS,41.88377178,-87.71616837,2
2007-07-02 02:07:00,2007,25,22XX N CANNON DR,T054,GRAVID,7,False,CULEX RESTUANS,41.92251238,-87.63237767,1
2007-07-02 02:07:00,2007,25,22XX W 113TH ST,T087,GRAVID,7,False,CULEX RESTUANS,41.68819285,-87.67687311,3
2007-07-02 02:07:00,2007,25,25XX W GRAND AVE,T046,CDC,7,False,CULEX RESTUANS,41.89221998,-87.69169773,16
2007-07-02 02:07:00,2007,25,2XX W 89TH ST,T096,CDC,7,False,CULEX PIPIENS,41.73242806,-87.63105648,3
2007-07-02 02:07:00,2007,25,2XX W 89TH ST,T096,CDC,7,False,CULEX RESTUANS,41.73242806,-87.63105648,4
2007-07-02 02:07:00,2007,25,35XX W 116TH ST,T158,GRAVID,7,False,CULEX RESTUANS,41.6821804,-87.71009165,4
2007-07-02 02:07:00,2007,25,38XX N CALIFORNIA AVE,T019,GRAVID,7,False,CULEX RESTUANS,41.95166715,-87.69802789,1
2007-07-02 02:07:00,2007,25,3XX E RANDOLPH ST,T044,CDC,7,False,CULEX RESTUANS,41.88419959,-87.62008665,1
2007-07-02 02:07:00,2007,25,40XX N AUSTIN AVE,T142,GRAVID,7,False,CULEX RESTUANS,41.95354012,-87.77693904,1
2007-07-02 02:07:00,2007,25,41XX N OAK PARK AVE,T002,GRAVID,7,False,CULEX RESTUANS,41.95629886,-87.79751745,2
2007-07-02 02:07:00,2007,25,42XX N RICHMOND ST,T146,GRAVID,7,False,CULEX RESTUANS,41.95800553,-87.70218108,1
2007-07-02 02:07:00,2007,25,43XX N ASHLAND,T145,GRAVID,7,False,CULEX SALINARIUS,41.96144050852612,-87.66955066250219,1
2007-07-02 02:07:00,2007,25,46XX N MILWAUKEE AVE,T003,GRAVID,7,False,CULEX RESTUANS,41.96537486,-87.75841172,1
2007-07-02 02:07:00,2007,25,4XX W 127TH,T135,CDC,7,False,CULEX RESTUANS,41.663756686541326,-87.63377020262799,12
2007-07-02 02:07:00,2007,25,4XX W 127TH,T135,CDC,7,False,CULEX SALINARIUS,41.663756686541326,-87.63377020262799,2
2007-07-02 02:07:00,2007,25,58XX N WESTERN AVE,T028,CDC,7,False,CULEX PIPIENS,41.98724461,-87.68941677,1
2007-07-02 02:07:00,2007,25,58XX N WESTERN AVE,T028,CDC,7,False,CULEX RESTUANS,41.98724461,-87.68941677,5
2007-07-02 02:07:00,2007,25,5XX N STREETER DR,T129,GRAVID,7,False,CULEX RESTUANS,41.89151302,-87.60978482,1
2007-07-02 02:07:00,2007,25,60XX N AVONDALE AVE,T006,GRAVID,7,False,CULEX RESTUANS,41.99023373,-87.79721988,1
2007-07-02 02:07:00,2007,25,61XX N LEMONT AVE,T012,GRAVID,7,False,CULEX SALINARIUS,41.99356436,-87.74542039,1
2007-07-02 02:07:00,2007,25,61XX W FULLERTON AVE,T013,GRAVID,7,False,CULEX RESTUANS,41.92388736,-87.77890991,1
2007-07-02 02:07:00,2007,25,62XX N MANDELL AVE,T007,CDC,7,False,CULEX RESTUANS,41.99549242,-87.76960895,4
2007-07-02 02:07:00,2007,25,64XX W STRONG ST,T014,GRAVID,7,False,CULEX RESTUANS,41.97010241,-87.78913065,1
2007-07-02 02:07:00,2007,25,68XX W BELDEN AVE,T037,GRAVID,7,False,CULEX RESTUANS,41.92105391,-87.7957507,2
2007-07-02 02:07:00,2007,25,70XX N MOSELLE AVE,T008,GRAVID,7,False,CULEX RESTUANS,42.0079975,-87.77823497,3
2007-07-02 02:07:00,2007,25,70XX W ARMITAGE AVE,T151,GRAVID,7,False,CULEX RESTUANS,41.91613472,-87.80109281,2
2007-07-02 02:07:00,2007,25,72XX N OKETO AVE,T016,GRAVID,7,False,CULEX RESTUANS,42.01302928,-87.81134973,1
2007-07-02 02:07:00,2007,25,75XX N OAKLEY AVE,T148,GRAVID,7,False,CULEX RESTUANS,42.01780085,-87.68760145,1
2007-07-02 02:07:00,2007,25,91XX W HIGGINS RD,T009,CDC,7,False,CULEX RESTUANS,41.9885864,-87.85447335,2
2007-07-02 02:07:00,2007,25,96XX S HOYNE AVE,T161,GRAVID,7,False,CULEX RESTUANS,41.71817102,-87.67485882,2
2007-08-02 08:08:00,2007,26,105XX S CALIFORNIA AVE,T088,CDC,8,False,CULEX PIPIENS,41.70100973,-87.6915017,1
2007-08-02 08:08:00,2007,26,105XX S CALIFORNIA AVE,T088,CDC,8,False,CULEX RESTUANS,41.70100973,-87.6915017,2
2007-08-02 08:08:00,2007,26,10XX W 95TH ST,T085,GRAVID,8,False,CULEX RESTUANS,41.72147944,-87.65062149,1
2007-08-02 08:08:00,2007,26,119XX S ASHLAND AVE,T090,GRAVID,8,False,CULEX RESTUANS,41.67688732,-87.66122193,3
2007-08-02 08:08:00,2007,26,119XX S PEORIA ST,T091,GRAVID,8,False,CULEX RESTUANS,41.67703235,-87.64446508,2
2007-08-02 08:08:00,2007,26,119XX S STATE ST,T092,GRAVID,8,False,CULEX PIPIENS,41.67744707,-87.62278501,3
2007-07-27 11:07:00,2007,26,11XX S CALIFORNIA AVE,T047,CDC,7,False,CULEX RESTUANS,41.86759925,-87.69578544,1
2007-07-27 11:07:00,2007,26,11XX W CHICAGO AVE,T049,GRAVID,7,False,CULEX RESTUANS,41.89613109,-87.65676212,2
2007-07-27 11:07:00,2007,26,11XX W ROOSEVELT RD,T048,GRAVID,7,False,CULEX RESTUANS,41.86691518,-87.65491884,1
2007-07-27 11:07:00,2007,26,15XX W WEBSTER AVE,T045,GRAVID,7,False,CULEX RESTUANS,41.92170457,-87.66696324,1
2007-07-27 11:07:00,2007,26,18XX W LELAND AVE,T219,GRAVID,7,False,CULEX RESTUANS,41.9670855,-87.67516073,1
2007-07-27 11:07:00,2007,26,1XX N CENTRAL PARK DR,T030,CDC,7,False,CULEX RESTUANS,41.88377178,-87.71616837,14
2007-07-27 11:07:00,2007,26,22XX N CANNON DR,T054,GRAVID,7,False,CULEX RESTUANS,41.92251238,-87.63237767,1
2007-08-02 08:08:00,2007,26,22XX W 113TH ST,T087,GRAVID,8,False,CULEX RESTUANS,41.68819285,-87.67687311,8
2007-07-27 11:07:00,2007,26,22XX W 51ST ST,T061,GRAVID,7,False,CULEX RESTUANS,41.80104786,-87.68042473,1
2007-07-27 11:07:00,2007,26,25XX W GRAND AVE,T046,CDC,7,False,CULEX PIPIENS,41.89221998,-87.69169773,3
2007-07-27 11:07:00,2007,26,25XX W GRAND AVE,T046,CDC,7,False,CULEX RESTUANS,41.89221998,-87.69169773,5
2007-08-02 08:08:00,2007,26,2XX W 89TH ST,T096,CDC,8,False,CULEX PIPIENS,41.73242806,-87.63105648,3
2007-08-02 08:08:00,2007,26,2XX W 89TH ST,T096,CDC,8,False,CULEX RESTUANS,41.73242806,-87.63105648,18
2007-08-02 08:08:00,2007,26,2XX W 89TH ST,T096,CDC,8,False,CULEX SALINARIUS,41.73242806,-87.63105648,3
2007-07-27 11:07:00,2007,26,30XX S HOYNE,T035,GRAVID,7,False,CULEX RESTUANS,41.83675008186022,-87.67770701611565,1
2007-08-02 08:08:00,2007,26,35XX W 116TH ST,T158,GRAVID,8,False,CULEX PIPIENS,41.6821804,-87.71009165,7
2007-08-02 08:08:00,2007,26,35XX W 116TH ST,T158,GRAVID,8,False,CULEX RESTUANS,41.6821804,-87.71009165,20
2007-07-27 11:07:00,2007,26,36XX N PITTSBURGH AVE,T011,GRAVID,7,False,CULEX RESTUANS,41.94596109,-87.83294247,5
2007-08-02 08:08:00,2007,26,39XX S ASHLAND AVE,T074,GRAVID,8,False,CULEX RESTUANS,41.82085851,-87.6651081,7
2007-07-27 11:07:00,2007,26,3XX W 18TH ST,T043,GRAVID,7,False,CULEX PIPIENS,41.85783729,-87.63586199,1
2007-07-27 11:07:00,2007,26,40XX N AUSTIN AVE,T142,GRAVID,7,False,CULEX RESTUANS,41.95354012,-87.77693904,1
2007-08-02 08:08:00,2007,26,40XX S DEARBORN ST,T081,GRAVID,8,False,CULEX RESTUANS,41.82005165,-87.62734757,1
2007-07-27 11:07:00,2007,26,41XX N OAK PARK AVE,T002,GRAVID,7,False,CULEX PIPIENS,41.95629886,-87.79751745,1
2007-07-27 11:07:00,2007,26,41XX N OAK PARK AVE,T002,GRAVID,7,False,CULEX RESTUANS,41.95629886,-87.79751745,11
2007-07-27 11:07:00,2007,26,45XX N CAMPBELL AVE,T220,GRAVID,7,False,CULEX RESTUANS,41.96440545,-87.69137039,1
2007-07-27 11:07:00,2007,26,46XX N MILWAUKEE AVE,T003,GRAVID,7,False,CULEX RESTUANS,41.96537486,-87.75841172,2
2007-07-27 11:07:00,2007,26,49XX W SUNNYSIDE AVE,T004,CDC,7,False,CULEX RESTUANS,41.96261561,-87.75103527,2
2007-08-02 08:08:00,2007,26,4XX W 127TH,T135,CDC,8,False,CULEX PIPIENS,41.663756686541326,-87.63377020262799,2
2007-08-02 08:08:00,2007,26,4XX W 127TH,T135,CDC,8,False,CULEX RESTUANS,41.663756686541326,-87.63377020262799,14
